Athlete,State,Sport,Gender,Age,Coach,Event Type,Medals
Anjali Yadav,West Bengal,Yogasana Sports,Male,17,Coach Kumar,Artistic,"Silver, Silver"
Dev Chauhan,Punjab,Yogasana Sports,Female,25,Coach Sharma,Artistic,Silver
Aman Nair,Rajasthan,Yogasana Sports,Male,25,Coach Kumar,Artistic,"Gold, Silver"
Dev Nair,Rajasthan,Yogasana Sports,Female,35,Coach Patil,Traditional,"Gold, Gold, Gold"
Vijay Kaur,Uttar Pradesh,Yogasana Sports,Female,31,Coach Sharma,Traditional,
Anjali Nair,Maharashtra,Yogasana Sports,Female,28,Coach Kumar,Artistic,Silver
Vijay Singh,Kerala,Yogasana Sports,Female,23,Coach Kumar,Artistic,"Bronze, Bronze"
Anjali Kaur,Rajasthan,Yogasana Sports,Female,34,Coach Singh,Artistic,"Gold, Gold, Bronze"
Arjun Reddy,Maharashtra,Yogasana Sports,Male,20,Coach Kumar,Traditional,
Yash Singh,Maharashtra,Yogasana Sports,Male,24,Coach Kumar,Traditional,
Rohan Kaur,Tamil Nadu,Yogasana Sports,Female,22,Coach Iyer,Traditional,"Silver, Silver"
Dev Nair,Gujarat,Yogasana Sports,Male,35,Coach Patil,Traditional,"Bronze, Gold, Gold"
Aman Nair,Kerala,Yogasana Sports,Male,22,Coach Patil,Artistic,Bronze
Isha Joshi,Kerala,Yogasana Sports,Female,18,Coach Iyer,Traditional,Silver
Aman Chauhan,Tamil Nadu,Yogasana Sports,Female,26,Coach Patil,Traditional,"Silver, Silver"
Yash Sharma,Maharashtra,Yogasana Sports,Male,19,Coach Kumar,Traditional,"Silver, Bronze, Bronze"
Anjali Reddy,West Bengal,Yogasana Sports,Female,25,Coach Sharma,Traditional,
Sakshi Reddy,Maharashtra,Yogasana Sports,Male,32,Coach Patil,Artistic,"Gold, Bronze, Bronze"
Sakshi Nair,Tamil Nadu,Yogasana Sports,Female,18,Coach Kumar,Traditional,"Silver, Silver"
Anjali Desai,Punjab,Yogasana Sports,Female,20,Coach Iyer,Traditional,Gold
Aman Desai,Maharashtra,Yogasana Sports,Male,18,Coach Patil,Artistic,
Rohan Singh,Gujarat,Yogasana Sports,Male,26,Coach Singh,Traditional,"Gold, Silver, Silver"
Vijay Reddy,Maharashtra,Yogasana Sports,Female,30,Coach Iyer,Artistic,
Rohan Reddy,Gujarat,Yogasana Sports,Male,20,Coach Iyer,Traditional,Bronze
Yash Desai,Uttar Pradesh,Yogasana Sports,Male,25,Coach Iyer,Traditional,Gold
Pooja Kaur,West Bengal,Yogasana Sports,Female,33,Coach Patil,Artistic,"Gold, Silver"
Dev Reddy,Haryana,Yogasana Sports,Female,34,Coach Patil,Artistic,"Gold, Silver"
Rohan Sharma,West Bengal,Yogasana Sports,Female,20,Coach Iyer,Artistic,"Bronze, Bronze, Silver"
Pooja Yadav,West Bengal,Yogasana Sports,Female,26,Coach Singh,Traditional,"Bronze, Silver"
Arjun Reddy,Kerala,Yogasana Sports,Male,26,Coach Iyer,Traditional,Silver
Rohan Joshi,Punjab,Yogasana Sports,Female,31,Coach Kumar,Artistic,"Silver, Gold"
Arjun Yadav,Karnataka,Yogasana Sports,Male,32,Coach Iyer,Traditional,
Vijay Patil,Rajasthan,Yogasana Sports,Male,34,Coach Sharma,Traditional,Gold
Arjun Kaur,Uttar Pradesh,Yogasana Sports,Male,33,Coach Iyer,Artistic,"Gold, Gold"
Anjali Yadav,Rajasthan,Yogasana Sports,Female,24,Coach Iyer,Artistic,"Gold, Silver"
Vijay Chauhan,Punjab,Yogasana Sports,Male,18,Coach Iyer,Artistic,"Bronze, Silver, Silver"
Yash Yadav,Gujarat,Yogasana Sports,Male,32,Coach Kumar,Traditional,Gold
Pooja Desai,Rajasthan,Yogasana Sports,Male,21,Coach Sharma,Traditional,"Silver, Gold"
Aman Patil,Tamil Nadu,Yogasana Sports,Female,23,Coach Patil,Artistic,"Gold, Gold, Silver"
Dev Patil,Karnataka,Yogasana Sports,Female,32,Coach Iyer,Artistic,"Silver, Silver, Gold"
Dev Kaur,Haryana,Yogasana Sports,Male,16,Coach Patil,Traditional,"Gold, Silver"
Anjali Desai,Maharashtra,Yogasana Sports,Male,21,Coach Singh,Traditional,"Silver, Silver, Bronze"
Arjun Sharma,Karnataka,Yogasana Sports,Male,28,Coach Kumar,Traditional,"Gold, Silver"
Arjun Reddy,Kerala,Yogasana Sports,Female,32,Coach Sharma,Traditional,"Gold, Gold"
Isha Singh,Maharashtra,Yogasana Sports,Female,21,Coach Iyer,Artistic,
Arjun Sharma,Maharashtra,Yogasana Sports,Female,20,Coach Sharma,Artistic,Silver
Isha Singh,Gujarat,Yogasana Sports,Male,28,Coach Singh,Traditional,Bronze
Vijay Joshi,Gujarat,Yogasana Sports,Female,27,Coach Sharma,Artistic,Gold
Sakshi Sharma,Punjab,Yogasana Sports,Male,25,Coach Sharma,Artistic,"Gold, Gold"
Dev Patil,Rajasthan,Yogasana Sports,Female,30,Coach Sharma,Artistic,"Silver, Gold"
Aman Sharma,Maharashtra,Yogasana Sports,Female,31,Coach Patil,Artistic,"Bronze, Bronze, Gold"
Rohan Joshi,Rajasthan,Yogasana Sports,Male,23,Coach Iyer,Traditional,"Bronze, Bronze, Silver"
Arjun Joshi,Karnataka,Yogasana Sports,Male,19,Coach Iyer,Traditional,
Sakshi Yadav,Uttar Pradesh,Yogasana Sports,Male,32,Coach Sharma,Artistic,"Bronze, Bronze, Gold"
Dev Kaur,Uttar Pradesh,Yogasana Sports,Male,17,Coach Iyer,Traditional,Gold
Dev Nair,Gujarat,Yogasana Sports,Male,30,Coach Sharma,Artistic,"Silver, Bronze"
Yash Patil,Uttar Pradesh,Yogasana Sports,Male,30,Coach Sharma,Traditional,"Gold, Bronze"
Rohan Yadav,Rajasthan,Yogasana Sports,Male,30,Coach Patil,Artistic,Bronze
Aman Singh,Punjab,Yogasana Sports,Female,17,Coach Iyer,Traditional,"Gold, Gold, Silver"
Isha Desai,Maharashtra,Yogasana Sports,Female,18,Coach Patil,Traditional,
Pooja Joshi,Rajasthan,Yogasana Sports,Female,20,Coach Patil,Traditional,"Bronze, Silver"
Sakshi Nair,Karnataka,Yogasana Sports,Female,30,Coach Patil,Artistic,Bronze
Anjali Desai,Punjab,Yogasana Sports,Male,29,Coach Patil,Artistic,"Silver, Gold"
Isha Chauhan,West Bengal,Yogasana Sports,Male,29,Coach Iyer,Artistic,"Silver, Gold, Bronze"
Anjali Nair,West Bengal,Yogasana Sports,Male,19,Coach Kumar,Traditional,
Vijay Desai,Uttar Pradesh,Yogasana Sports,Female,22,Coach Iyer,Artistic,"Silver, Gold"
Pooja Nair,Maharashtra,Yogasana Sports,Female,30,Coach Iyer,Traditional,"Bronze, Gold"
Yash Kaur,West Bengal,Yogasana Sports,Male,32,Coach Sharma,Traditional,Silver
Sakshi Sharma,Karnataka,Yogasana Sports,Female,19,Coach Sharma,Traditional,Gold
Arjun Patil,Gujarat,Yogasana Sports,Female,23,Coach Kumar,Artistic,"Bronze, Gold, Bronze"
Isha Yadav,Maharashtra,Yogasana Sports,Female,24,Coach Sharma,Artistic,"Silver, Silver, Gold"
Vijay Yadav,Haryana,Yogasana Sports,Male,30,Coach Sharma,Traditional,"Gold, Bronze, Silver"
Vijay Singh,Karnataka,Yogasana Sports,Male,33,Coach Singh,Artistic,Gold
Sakshi Nair,Haryana,Yogasana Sports,Male,27,Coach Kumar,Artistic,Gold
Aman Patil,Gujarat,Yogasana Sports,Female,19,Coach Kumar,Traditional,Silver
Sakshi Patil,Maharashtra,Yogasana Sports,Male,25,Coach Singh,Artistic,"Silver, Gold"
Aman Reddy,Punjab,Yogasana Sports,Male,27,Coach Patil,Traditional,
Anjali Nair,Tamil Nadu,Yogasana Sports,Male,19,Coach Iyer,Traditional,"Silver, Bronze"
Aman Yadav,Tamil Nadu,Yogasana Sports,Female,30,Coach Kumar,Artistic,
Sakshi Kaur,Punjab,Yogasana Sports,Male,23,Coach Patil,Artistic,
Yash Chauhan,Kerala,Yogasana Sports,Male,19,Coach Patil,Traditional,
Dev Joshi,Tamil Nadu,Yogasana Sports,Female,21,Coach Patil,Traditional,"Gold, Gold, Bronze"
Aman Patil,Rajasthan,Yogasana Sports,Male,17,Coach Singh,Traditional,Gold
Pooja Joshi,Haryana,Yogasana Sports,Male,35,Coach Singh,Artistic,"Bronze, Bronze, Silver"
Dev Nair,Maharashtra,Yogasana Sports,Female,26,Coach Singh,Traditional,"Silver, Silver"
Anjali Joshi,Tamil Nadu,Yogasana Sports,Female,29,Coach Iyer,Artistic,
Sakshi Reddy,Karnataka,Yogasana Sports,Female,26,Coach Kumar,Artistic,
Pooja Yadav,Maharashtra,Yogasana Sports,Female,17,Coach Singh,Traditional,Gold
Vijay Patil,Punjab,Yogasana Sports,Male,30,Coach Sharma,Traditional,"Gold, Silver"
Anjali Desai,Haryana,Yogasana Sports,Male,19,Coach Singh,Traditional,
Dev Nair,Gujarat,Yogasana Sports,Male,25,Coach Kumar,Artistic,"Silver, Gold"
Rohan Patil,Uttar Pradesh,Yogasana Sports,Female,18,Coach Patil,Artistic,"Gold, Gold, Silver"
Dev Singh,Maharashtra,Yogasana Sports,Female,33,Coach Patil,Traditional,"Silver, Bronze, Gold"
Isha Nair,Gujarat,Yogasana Sports,Female,28,Coach Sharma,Artistic,
Dev Yadav,West Bengal,Yogasana Sports,Female,34,Coach Kumar,Traditional,"Silver, Silver"
Arjun Yadav,Kerala,Yogasana Sports,Male,25,Coach Kumar,Traditional,Gold
Yash Desai,Maharashtra,Yogasana Sports,Female,22,Coach Kumar,Artistic,"Silver, Bronze, Bronze"
Anjali Yadav,Uttar Pradesh,Yogasana Sports,Female,30,Coach Patil,Artistic,
Arjun Chauhan,Haryana,Yogasana Sports,Male,25,Coach Kumar,Traditional,Gold
Anjali Desai,Haryana,Yogasana Sports,Female,23,Coach Iyer,Traditional,"Gold, Silver"
Arjun Kaur,Haryana,Yogasana Sports,Female,21,Coach Singh,Traditional,"Bronze, Gold, Gold"
Aman Chauhan,Uttar Pradesh,Yogasana Sports,Male,16,Coach Sharma,Traditional,Bronze
Vijay Chauhan,West Bengal,Yogasana Sports,Female,31,Coach Iyer,Artistic,"Silver, Gold, Gold"
Rohan Yadav,Uttar Pradesh,Yogasana Sports,Female,21,Coach Sharma,Artistic,Bronze
Sakshi Chauhan,Kerala,Yogasana Sports,Female,29,Coach Singh,Artistic,
Rohan Singh,Haryana,Yogasana Sports,Male,24,Coach Kumar,Artistic,"Silver, Silver, Bronze"
Yash Singh,Tamil Nadu,Yogasana Sports,Male,23,Coach Kumar,Artistic,"Gold, Silver"
Rohan Singh,Maharashtra,Yogasana Sports,Female,20,Coach Patil,Traditional,"Bronze, Gold"
Yash Sharma,Rajasthan,Yogasana Sports,Female,31,Coach Singh,Traditional,
Sakshi Kaur,Rajasthan,Yogasana Sports,Female,22,Coach Patil,Traditional,Bronze
Dev Yadav,Gujarat,Yogasana Sports,Male,29,Coach Sharma,Artistic,
Yash Reddy,Tamil Nadu,Yogasana Sports,Female,16,Coach Patil,Artistic,Gold
Arjun Singh,Maharashtra,Yogasana Sports,Female,23,Coach Patil,Traditional,
Arjun Joshi,Tamil Nadu,Yogasana Sports,Male,24,Coach Patil,Artistic,"Gold, Gold, Silver"
Dev Chauhan,Kerala,Yogasana Sports,Male,33,Coach Iyer,Traditional,"Bronze, Silver, Bronze"
Arjun Patil,West Bengal,Yogasana Sports,Male,34,Coach Kumar,Artistic,"Silver, Gold"
Isha Chauhan,Haryana,Yogasana Sports,Female,34,Coach Sharma,Traditional,"Gold, Silver"
Sakshi Chauhan,Haryana,Yogasana Sports,Male,23,Coach Kumar,Traditional,"Gold, Silver, Silver"
Rohan Chauhan,Gujarat,Yogasana Sports,Male,19,Coach Singh,Artistic,
Rohan Desai,Haryana,Yogasana Sports,Male,24,Coach Sharma,Artistic,"Gold, Bronze, Gold"
Arjun Reddy,Rajasthan,Yogasana Sports,Male,30,Coach Iyer,Traditional,
Vijay Yadav,Punjab,Yogasana Sports,Male,34,Coach Sharma,Artistic,"Gold, Silver, Silver"
Sakshi Singh,Rajasthan,Yogasana Sports,Male,22,Coach Iyer,Artistic,
Dev Chauhan,Uttar Pradesh,Yogasana Sports,Male,31,Coach Sharma,Artistic,"Silver, Gold, Gold"
Anjali Chauhan,Rajasthan,Yogasana Sports,Female,28,Coach Iyer,Traditional,"Bronze, Silver"
Vijay Joshi,Rajasthan,Yogasana Sports,Male,26,Coach Sharma,Traditional,Bronze
Vijay Desai,Gujarat,Yogasana Sports,Male,31,Coach Singh,Traditional,Gold
Anjali Reddy,Rajasthan,Yogasana Sports,Male,23,Coach Kumar,Traditional,"Silver, Gold"
Anjali Patil,Kerala,Yogasana Sports,Male,20,Coach Patil,Artistic,"Bronze, Bronze"
Pooja Nair,Maharashtra,Yogasana Sports,Female,22,Coach Kumar,Artistic,Gold
Sakshi Desai,Haryana,Yogasana Sports,Female,35,Coach Patil,Artistic,
Aman Sharma,West Bengal,Yogasana Sports,Male,33,Coach Iyer,Artistic,
Arjun Chauhan,Kerala,Yogasana Sports,Female,22,Coach Iyer,Traditional,"Gold, Bronze, Gold"
Vijay Chauhan,Karnataka,Yogasana Sports,Male,34,Coach Kumar,Artistic,"Gold, Silver, Gold"
Sakshi Reddy,Gujarat,Yogasana Sports,Female,18,Coach Kumar,Artistic,"Bronze, Gold"
Yash Patil,Uttar Pradesh,Yogasana Sports,Female,34,Coach Iyer,Traditional,"Gold, Silver"
Rohan Reddy,Rajasthan,Yogasana Sports,Female,34,Coach Sharma,Artistic,"Bronze, Bronze"
Anjali Sharma,Kerala,Yogasana Sports,Female,27,Coach Singh,Traditional,"Silver, Silver"
Isha Reddy,Gujarat,Yogasana Sports,Male,18,Coach Patil,Artistic,Gold
Sakshi Chauhan,Uttar Pradesh,Yogasana Sports,Female,31,Coach Kumar,Artistic,"Silver, Gold"
Sakshi Joshi,Karnataka,Yogasana Sports,Male,26,Coach Patil,Artistic,"Bronze, Silver, Gold"
Rohan Desai,Gujarat,Yogasana Sports,Male,32,Coach Patil,Traditional,Bronze
Anjali Chauhan,Haryana,Yogasana Sports,Female,24,Coach Singh,Artistic,"Silver, Gold"
Arjun Yadav,Punjab,Yogasana Sports,Male,23,Coach Sharma,Traditional,"Bronze, Gold, Silver"
Sakshi Singh,Maharashtra,Yogasana Sports,Female,35,Coach Iyer,Artistic,
Arjun Sharma,Kerala,Yogasana Sports,Female,19,Coach Sharma,Traditional,Bronze
Isha Joshi,Rajasthan,Yogasana Sports,Male,22,Coach Patil,Traditional,"Gold, Silver, Bronze"
Anjali Patil,Maharashtra,Yogasana Sports,Male,20,Coach Iyer,Traditional,Silver
Rohan Reddy,Tamil Nadu,Yogasana Sports,Female,25,Coach Singh,Artistic,"Silver, Gold, Bronze"
Yash Reddy,Punjab,Yogasana Sports,Female,27,Coach Singh,Traditional,"Silver, Gold, Silver"
Vijay Patil,Kerala,Yogasana Sports,Male,33,Coach Singh,Traditional,Gold
Arjun Desai,Maharashtra,Yogasana Sports,Female,31,Coach Singh,Artistic,"Bronze, Silver"
Anjali Singh,Haryana,Yogasana Sports,Female,20,Coach Iyer,Artistic,
Anjali Chauhan,Kerala,Yogasana Sports,Male,28,Coach Sharma,Traditional,
Anjali Desai,Haryana,Yogasana Sports,Male,18,Coach Iyer,Traditional,"Silver, Bronze, Bronze"
Anjali Singh,Tamil Nadu,Yogasana Sports,Female,22,Coach Sharma,Artistic,
Isha Desai,Uttar Pradesh,Yogasana Sports,Female,22,Coach Iyer,Traditional,"Gold, Bronze, Silver"
Arjun Singh,Kerala,Yogasana Sports,Female,26,Coach Iyer,Artistic,Silver
Pooja Kaur,Haryana,Yogasana Sports,Male,25,Coach Singh,Traditional,
Arjun Chauhan,Haryana,Yogasana Sports,Female,30,Coach Patil,Traditional,"Gold, Gold"
Arjun Reddy,Gujarat,Yogasana Sports,Female,27,Coach Iyer,Artistic,"Gold, Bronze"
Isha Desai,Rajasthan,Yogasana Sports,Male,20,Coach Sharma,Artistic,
Pooja Patil,Punjab,Yogasana Sports,Female,29,Coach Iyer,Traditional,
Arjun Singh,Haryana,Yogasana Sports,Male,34,Coach Singh,Artistic,"Silver, Bronze"
Vijay Chauhan,Uttar Pradesh,Yogasana Sports,Female,33,Coach Sharma,Traditional,"Bronze, Bronze"
Isha Kaur,Karnataka,Yogasana Sports,Male,19,Coach Singh,Traditional,"Gold, Silver"
Yash Yadav,Gujarat,Yogasana Sports,Female,31,Coach Patil,Traditional,
Isha Reddy,Punjab,Yogasana Sports,Female,23,Coach Iyer,Traditional,
Dev Joshi,Haryana,Yogasana Sports,Male,33,Coach Kumar,Traditional,"Bronze, Gold, Gold"
Dev Joshi,Rajasthan,Yogasana Sports,Male,26,Coach Iyer,Traditional,"Gold, Silver"
Pooja Chauhan,Uttar Pradesh,Yogasana Sports,Female,28,Coach Singh,Traditional,"Silver, Gold, Gold"
Anjali Chauhan,Karnataka,Yogasana Sports,Male,22,Coach Sharma,Traditional,"Silver, Gold"
Sakshi Nair,Tamil Nadu,Yogasana Sports,Male,19,Coach Singh,Artistic,"Silver, Silver"
Dev Yadav,Karnataka,Yogasana Sports,Female,30,Coach Iyer,Artistic,
Sakshi Sharma,Maharashtra,Yogasana Sports,Male,19,Coach Singh,Artistic,"Silver, Silver, Bronze"
Pooja Joshi,Maharashtra,Yogasana Sports,Female,30,Coach Kumar,Artistic,"Silver, Gold"
Rohan Patil,Rajasthan,Yogasana Sports,Female,33,Coach Iyer,Artistic,"Silver, Gold, Gold"
Anjali Reddy,Punjab,Yogasana Sports,Male,30,Coach Sharma,Artistic,"Silver, Bronze, Gold"
Rohan Reddy,Punjab,Yogasana Sports,Female,28,Coach Kumar,Traditional,Bronze
Sakshi Reddy,Tamil Nadu,Yogasana Sports,Female,25,Coach Sharma,Traditional,Gold
Isha Kaur,Tamil Nadu,Yogasana Sports,Male,35,Coach Sharma,Artistic,"Bronze, Silver"
Yash Yadav,Maharashtra,Yogasana Sports,Female,27,Coach Patil,Artistic,
Vijay Sharma,Gujarat,Yogasana Sports,Male,30,Coach Sharma,Traditional,"Silver, Gold"
Pooja Kaur,Maharashtra,Yogasana Sports,Female,16,Coach Sharma,Traditional,
Arjun Yadav,Maharashtra,Yogasana Sports,Female,35,Coach Sharma,Traditional,
Rohan Kaur,Maharashtra,Yogasana Sports,Male,28,Coach Kumar,Traditional,"Gold, Silver, Silver"
Rohan Sharma,Punjab,Yogasana Sports,Female,20,Coach Patil,Artistic,"Gold, Silver"
Anjali Kaur,Haryana,Yogasana Sports,Male,30,Coach Iyer,Artistic,"Silver, Bronze"
Yash Singh,Uttar Pradesh,Yogasana Sports,Male,26,Coach Singh,Artistic,
Arjun Singh,Punjab,Yogasana Sports,Female,25,Coach Sharma,Artistic,Silver
Yash Patil,Kerala,Yogasana Sports,Male,31,Coach Iyer,Traditional,
Rohan Singh,Maharashtra,Yogasana Sports,Female,33,Coach Iyer,Artistic,"Bronze, Silver"
Anjali Desai,Uttar Pradesh,Yogasana Sports,Female,27,Coach Kumar,Traditional,
Dev Yadav,Punjab,Yogasana Sports,Male,26,Coach Iyer,Artistic,Bronze
Rohan Reddy,Punjab,Yogasana Sports,Female,25,Coach Kumar,Traditional,Bronze
Aman Patil,Haryana,Yogasana Sports,Male,17,Coach Iyer,Artistic,"Gold, Silver"
Vijay Yadav,Gujarat,Yogasana Sports,Female,16,Coach Kumar,Artistic,"Gold, Gold, Gold"
Dev Yadav,Haryana,Yogasana Sports,Female,22,Coach Sharma,Artistic,"Silver, Bronze, Silver"
Aman Kaur,Tamil Nadu,Yogasana Sports,Female,27,Coach Sharma,Artistic,"Gold, Silver"
Sakshi Kaur,Punjab,Yogasana Sports,Male,33,Coach Iyer,Traditional,"Bronze, Silver"
Sakshi Desai,Uttar Pradesh,Yogasana Sports,Female,25,Coach Patil,Traditional,"Gold, Bronze"
Arjun Kaur,Tamil Nadu,Yogasana Sports,Female,23,Coach Singh,Artistic,Silver
Vijay Desai,Gujarat,Yogasana Sports,Female,32,Coach Iyer,Traditional,
Yash Yadav,Kerala,Yogasana Sports,Female,28,Coach Iyer,Artistic,"Bronze, Bronze, Silver"
Dev Nair,Haryana,Yogasana Sports,Male,28,Coach Patil,Artistic,"Bronze, Silver, Gold"
Isha Desai,West Bengal,Yogasana Sports,Male,31,Coach Sharma,Traditional,
Dev Desai,Kerala,Yogasana Sports,Female,35,Coach Singh,Artistic,Silver
Pooja Nair,Rajasthan,Yogasana Sports,Female,18,Coach Singh,Artistic,Silver
Rohan Reddy,Gujarat,Yogasana Sports,Female,24,Coach Sharma,Artistic,"Silver, Gold, Bronze"
Isha Joshi,Tamil Nadu,Yogasana Sports,Female,23,Coach Sharma,Artistic,"Silver, Silver, Silver"
Rohan Reddy,Gujarat,Yogasana Sports,Male,33,Coach Kumar,Artistic,Gold
Pooja Sharma,Gujarat,Yogasana Sports,Male,28,Coach Iyer,Traditional,"Silver, Bronze"
Arjun Singh,Tamil Nadu,Yogasana Sports,Female,26,Coach Sharma,Traditional,"Silver, Silver"
Isha Reddy,Karnataka,Yogasana Sports,Female,34,Coach Iyer,Artistic,"Bronze, Silver, Bronze"
Anjali Chauhan,West Bengal,Yogasana Sports,Male,28,Coach Iyer,Traditional,
Sakshi Joshi,Maharashtra,Yogasana Sports,Female,21,Coach Patil,Artistic,"Silver, Bronze, Bronze"
Yash Chauhan,Haryana,Yogasana Sports,Female,30,Coach Singh,Artistic,
Sakshi Yadav,Rajasthan,Yogasana Sports,Male,35,Coach Sharma,Traditional,"Gold, Bronze"
Rohan Singh,Tamil Nadu,Yogasana Sports,Female,33,Coach Sharma,Traditional,Bronze
Isha Reddy,Uttar Pradesh,Yogasana Sports,Male,35,Coach Patil,Artistic,"Silver, Silver"
Isha Nair,Kerala,Yogasana Sports,Female,23,Coach Sharma,Traditional,"Bronze, Silver"
Arjun Yadav,Maharashtra,Yogasana Sports,Female,30,Coach Iyer,Traditional,
Rohan Desai,Karnataka,Yogasana Sports,Female,31,Coach Patil,Artistic,"Bronze, Gold"
Rohan Desai,Kerala,Yogasana Sports,Male,20,Coach Singh,Artistic,"Silver, Silver, Bronze"
Isha Yadav,Gujarat,Yogasana Sports,Male,20,Coach Iyer,Traditional,Gold
Sakshi Sharma,Rajasthan,Yogasana Sports,Female,31,Coach Singh,Artistic,
Vijay Patil,Gujarat,Yogasana Sports,Female,18,Coach Patil,Artistic,
Vijay Desai,Punjab,Yogasana Sports,Female,32,Coach Kumar,Artistic,Silver
Aman Reddy,Punjab,Yogasana Sports,Female,24,Coach Iyer,Artistic,Gold
Anjali Patil,Tamil Nadu,Yogasana Sports,Male,17,Coach Sharma,Artistic,
Aman Singh,Karnataka,Yogasana Sports,Female,30,Coach Iyer,Artistic,"Gold, Bronze, Bronze"
Vijay Desai,Tamil Nadu,Yogasana Sports,Male,31,Coach Kumar,Artistic,
Pooja Chauhan,Uttar Pradesh,Yogasana Sports,Female,16,Coach Sharma,Artistic,"Gold, Bronze, Silver"
Aman Desai,Uttar Pradesh,Yogasana Sports,Female,17,Coach Kumar,Traditional,Gold
Pooja Patil,Punjab,Yogasana Sports,Female,32,Coach Singh,Traditional,"Bronze, Gold, Gold"
Pooja Yadav,Uttar Pradesh,Yogasana Sports,Male,32,Coach Iyer,Traditional,Bronze
Vijay Desai,West Bengal,Yogasana Sports,Male,34,Coach Patil,Traditional,"Bronze, Silver"
Isha Chauhan,Gujarat,Yogasana Sports,Female,24,Coach Sharma,Artistic,"Silver, Bronze"
Arjun Chauhan,Uttar Pradesh,Yogasana Sports,Female,30,Coach Sharma,Traditional,"Silver, Gold, Gold"
Dev Singh,Haryana,Yogasana Sports,Male,33,Coach Iyer,Traditional,"Gold, Bronze, Silver"
Isha Sharma,Rajasthan,Yogasana Sports,Female,32,Coach Singh,Traditional,
Sakshi Kaur,Uttar Pradesh,Yogasana Sports,Male,32,Coach Patil,Traditional,Gold
Aman Yadav,Kerala,Yogasana Sports,Female,28,Coach Singh,Artistic,"Gold, Silver"
Yash Chauhan,Kerala,Yogasana Sports,Male,32,Coach Singh,Artistic,Bronze
Arjun Kaur,West Bengal,Yogasana Sports,Female,34,Coach Sharma,Traditional,"Bronze, Gold"
Sakshi Patil,Gujarat,Yogasana Sports,Male,21,Coach Sharma,Artistic,Silver
Yash Reddy,Haryana,Yogasana Sports,Male,32,Coach Sharma,Artistic,
Pooja Joshi,West Bengal,Yogasana Sports,Female,34,Coach Iyer,Artistic,
Aman Joshi,Gujarat,Yogasana Sports,Male,34,Coach Kumar,Artistic,Bronze
Dev Patil,Rajasthan,Yogasana Sports,Female,24,Coach Singh,Traditional,"Silver, Gold"
Yash Desai,Tamil Nadu,Yogasana Sports,Female,35,Coach Singh,Traditional,"Bronze, Silver, Bronze"
Yash Chauhan,West Bengal,Yogasana Sports,Male,26,Coach Iyer,Artistic,"Bronze, Silver, Gold"
Vijay Chauhan,Punjab,Yogasana Sports,Male,35,Coach Patil,Artistic,"Gold, Silver, Gold"
Aman Nair,Tamil Nadu,Yogasana Sports,Male,25,Coach Kumar,Artistic,"Silver, Gold"
Anjali Patil,Punjab,Yogasana Sports,Male,16,Coach Sharma,Traditional,"Bronze, Silver, Silver"
Vijay Kaur,West Bengal,Yogasana Sports,Female,35,Coach Iyer,Artistic,
Yash Nair,Uttar Pradesh,Yogasana Sports,Male,32,Coach Sharma,Artistic,
Yash Kaur,Maharashtra,Yogasana Sports,Male,33,Coach Singh,Artistic,Bronze
Yash Sharma,Karnataka,Yogasana Sports,Male,23,Coach Patil,Traditional,"Bronze, Bronze, Bronze"
Sakshi Kaur,Gujarat,Yogasana Sports,Male,27,Coach Sharma,Traditional,
Aman Patil,Karnataka,Yogasana Sports,Male,17,Coach Singh,Artistic,Bronze
Aman Kaur,Kerala,Yogasana Sports,Female,19,Coach Kumar,Artistic,
Aman Singh,Karnataka,Yogasana Sports,Male,26,Coach Sharma,Artistic,"Silver, Silver"
Aman Nair,Rajasthan,Yogasana Sports,Male,19,Coach Patil,Artistic,"Bronze, Silver"
Arjun Singh,Karnataka,Yogasana Sports,Male,29,Coach Patil,Traditional,"Bronze, Gold, Gold"
Anjali Kaur,Kerala,Yogasana Sports,Male,23,Coach Singh,Artistic,
Dev Kaur,Punjab,Yogasana Sports,Male,22,Coach Sharma,Artistic,"Silver, Gold"
Sakshi Desai,Karnataka,Yogasana Sports,Female,27,Coach Sharma,Artistic,"Gold, Silver"
Dev Kaur,Rajasthan,Yogasana Sports,Male,23,Coach Iyer,Artistic,
Yash Desai,Maharashtra,Yogasana Sports,Female,28,Coach Iyer,Artistic,Gold
Vijay Nair,Punjab,Yogasana Sports,Male,25,Coach Sharma,Traditional,
Isha Patil,Punjab,Yogasana Sports,Female,33,Coach Sharma,Artistic,"Bronze, Bronze"
Aman Nair,Punjab,Yogasana Sports,Male,16,Coach Singh,Traditional,Silver
Sakshi Patil,West Bengal,Yogasana Sports,Male,19,Coach Iyer,Artistic,"Silver, Gold, Gold"
Arjun Singh,Uttar Pradesh,Yogasana Sports,Male,34,Coach Kumar,Artistic,
Isha Reddy,Gujarat,Yogasana Sports,Female,31,Coach Iyer,Traditional,"Bronze, Gold"
Aman Patil,Karnataka,Yogasana Sports,Male,35,Coach Sharma,Traditional,"Gold, Bronze, Silver"
Dev Yadav,Haryana,Yogasana Sports,Female,21,Coach Singh,Artistic,"Gold, Bronze, Gold"
Vijay Chauhan,Maharashtra,Yogasana Sports,Male,20,Coach Patil,Artistic,"Bronze, Silver"
Dev Sharma,West Bengal,Yogasana Sports,Male,16,Coach Kumar,Traditional,
